337155.0 4439745.0 848.0
339105.0 4440735.0 892.0
337575.0 4440135.0 860.0
339585.0 4439565.0 921.0
339165.0 4441785.0 914.0
337665.0 4439835.0 850.0
338445.0 4441425.0 895.0
337755.0 4441875.0 870.0
337755.0 4440885.0 849.0
339615.0 4441485.0 890.0
338925.0 4441215.0 921.0
337275.0 4441785.0 863.0
338775.0 4439115.0 839.0
338505.0 4439865.0 870.0
338775.0 4440885.0 903.0
338025.0 4439205.0 855.0
338925.0 4441245.0 920.0
339015.0 4438965.0 851.0
338325.0 4441275.0 881.0
336795.0 4441185.0 862.0
338175.0 4438935.0 847.0
338745.0 4440345.0 880.0
339045.0 4440315.0 872.0
338115.0 4440255.0 860.0
337245.0 4439415.0 848.0
339255.0 4439985.0 814.0
339705.0 4441785.0 890.0
336765.0 4439415.0 830.0
339075.0 4441185.0 916.0
338745.0 4439055.0 834.0
337245.0 4441755.0 859.0
339675.0 4439505.0 920.0
337935.0 4440285.0 839.0
337035.0 4441545.0 860.0
338565.0 4441515.0 903.0
337695.0 4438995.0 843.0
338475.0 4440825.0 882.0
339375.0 4439445.0 893.0
336975.0 4440465.0 859.0
337965.0 4438935.0 850.0
338595.0 4440765.0 883.0
338745.0 4441785.0 902.0
337845.0 4439775.0 827.0
338085.0 4441845.0 865.0
339465.0 4441725.0 890.0
338355.0 4439445.0 860.0
338985.0 4439865.0 826.0
337545.0 4441455.0 871.0
336945.0 4440645.0 859.0
337155.0 4441455.0 860.0
339015.0 4440315.0 881.0
338535.0 4441785.0 891.0
337425.0 4441215.0 857.0
338775.0 4441725.0 904.0
339735.0 4440495.0 883.0
336795.0 4439925.0 855.0
337905.0 4439865.0 842.0
336975.0 4440105.0 859.0
338385.0 4440015.0 872.0
339015.0 4441215.0 921.0
338925.0 4438965.0 848.0
339735.0 4440705.0 838.0
339255.0 4440495.0 858.0
339735.0 4441335.0 890.0
336885.0 4440735.0 860.0
339555.0 4441335.0 890.0
336885.0 4439535.0 841.0
336915.0 4441875.0 869.0
338505.0 4439805.0 865.0
339285.0 4441605.0 890.0
337215.0 4441875.0 857.0
338385.0 4441725.0 888.0
337935.0 4441695.0 867.0
339405.0 4440555.0 840.0
337485.0 4439115.0 809.0
339735.0 4440885.0 845.0
338115.0 4440465.0 867.0
338475.0 4440765.0 881.0
339615.0 4439385.0 920.0
337575.0 4441425.0 872.0
337185.0 4441005.0 856.0
339615.0 4441845.0 890.0
338595.0 4441185.0 896.0
336975.0 4440615.0 859.0
337395.0 4441605.0 861.0
336945.0 4440465.0 859.0
336945.0 4440735.0 859.0
338295.0 4439235.0 849.0
338685.0 4439235.0 816.0
337515.0 4441545.0 872.0
338115.0 4439805.0 863.0
339705.0 4440435.0 848.0
339735.0 4440825.0 869.0
339075.0 4439145.0 871.0
339525.0 4441275.0 873.0
339195.0 4440435.0 867.0
338505.0 4441335.0 895.0
337545.0 4440675.0 860.0
337335.0 4439865.0 850.0
337425.0 4439655.0 849.0
337725.0 4441755.0 873.0
338295.0 4438995.0 849.0
338715.0 4440375.0 880.0
337155.0 4441425.0 860.0
336855.0 4439265.0 837.0
338655.0 4439235.0 822.0
338055.0 4440435.0 864.0
339195.0 4440105.0 834.0
338205.0 4440195.0 861.0
339585.0 4440345.0 817.0
338265.0 4440075.0 868.0
339165.0 4440165.0 840.0
339705.0 4440045.0 828.0
338235.0 4439775.0 871.0
339225.0 4441725.0 901.0
337755.0 4441095.0 871.0
337455.0 4439685.0 849.0
337755.0 4439175.0 844.0
339285.0 4441035.0 830.0
339135.0 4441845.0 921.0
337125.0 4439805.0 850.0
337845.0 4440465.0 836.0
339045.0 4440585.0 892.0
338055.0 4439355.0 856.0
339195.0 4440525.0 874.0
338715.0 4439205.0 812.0
339615.0 4439565.0 921.0
337155.0 4440015.0 853.0
339585.0 4441425.0 890.0
337485.0 4440375.0 860.0
339705.0 4439595.0 926.0
339615.0 4439925.0 817.0
337905.0 4438965.0 849.0
338175.0 4441215.0 873.0
339045.0 4440855.0 904.0
339255.0 4441605.0 890.0
338055.0 4441515.0 862.0
337185.0 4441215.0 860.0
339465.0 4441575.0 890.0
337845.0 4439685.0 827.0
337245.0 4440765.0 859.0
338325.0 4440885.0 873.0
337785.0 4440705.0 855.0
339105.0 4440975.0 904.0
338385.0 4439235.0 862.0
338205.0 4441785.0 881.0
338835.0 4440705.0 898.0
337605.0 4438905.0 841.0
337155.0 4440855.0 858.0
338955.0 4441665.0 916.0
337245.0 4439115.0 840.0
336915.0 4440525.0 860.0
337665.0 4439385.0 815.0
337575.0 4441035.0 870.0
337395.0 4441215.0 857.0
336795.0 4441665.0 872.0
339615.0 4440945.0 841.0
339405.0 4439865.0 885.0
337755.0 4439025.0 843.0
339435.0 4441815.0 890.0
338805.0 4440825.0 900.0
337575.0 4441275.0 867.0
339645.0 4439415.0 922.0
338295.0 4439865.0 871.0
337965.0 4439325.0 851.0
338175.0 4440705.0 872.0
337455.0 4441455.0 860.0
338085.0 4440075.0 862.0
338745.0 4441515.0 911.0
338925.0 4441605.0 911.0
337605.0 4439025.0 829.0
338265.0 4439565.0 869.0
337755.0 4440015.0 851.0
336795.0 4439505.0 842.0
337815.0 4440315.0 851.0
336885.0 4440285.0 860.0
338475.0 4441245.0 889.0
338985.0 4441155.0 922.0
337665.0 4441005.0 871.0
339465.0 4439265.0 910.0
336915.0 4441155.0 860.0
337425.0 4439175.0 824.0
337245.0 4440555.0 859.0
337455.0 4441605.0 865.0
337605.0 4441155.0 866.0
339285.0 4441575.0 890.0
339225.0 4440075.0 828.0
337575.0 4440945.0 869.0
338955.0 4439445.0 833.0
337455.0 4440105.0 857.0
337125.0 4439505.0 840.0
337995.0 4441545.0 856.0
339525.0 4440645.0 825.0
338445.0 4441725.0 895.0
338925.0 4441005.0 916.0
337395.0 4441875.0 874.0
338565.0 4441455.0 901.0
337185.0 4440405.0 857.0
338115.0 4439415.0 856.0
336915.0 4439055.0 839.0
338445.0 4441275.0 889.0
338985.0 4440225.0 882.0
337665.0 4441095.0 870.0
339705.0 4441425.0 890.0
338115.0 4438935.0 847.0
337455.0 4440375.0 860.0
337995.0 4439655.0 856.0
339615.0 4441725.0 890.0
